"Reviewer_ID","Total_reviews","Reviewer_ranking","Total_helpful_votes","Location","Recent_ratings"
"AGYPBQC10I9QE","1","11,189,505","1 of 4","","2"
"AGYQN5LHEY7A7","13","1,147,540","21 of 28","KY USA","5 5 5 5 4 5 5 5 5 5"
"AGYW5PKS2IO7J","1","15,157,374","3 of 10","","1"
"AGZ37QSWFI53G","10","323,775","34 of 37","Miami, Florida USA","5 5 5 5 5 5 5 5 5 5"
"AGZ4ZR8Y5KZ4C","1","9,128,150","","SAN DIEGO, CALIFORNIA, US","5"
"AGZGHUQSZNGBF","10","230,132","132 of 211","Northern California United States","3 5 4 1 5 5 2 4 5 3"
"AGZGP22VFA2NW","1","4,920,463","9 of 11","","5"
"AGZHBGXO8LPFE","10","15,048","179 of 257","Nashville","4 5 5 5 4 5 5 4 5 5"
"AGZKHMFEL60LY","2","5,328,689","1 of 1","Fort Collins CO","3 4"
"AH0AJTCZPD0RO","10","253,346","14 of 17","Virginia Beach, USA","5 5 5 5 5 4 4 5 5 5"
"AH0DZ0TLJADB0","1","9,280,268","","NY","4"
"AH0EYMSTJHMLJ","2","5,821,259","1 of 3","Richmond, KY USA","5 4"
"AH0MZMROAP4DV","3","3,783,063","2 of 3","","4 4 3"
"AH0W58ZYBCIP6","7","2,278,295","","usa","5 4 4 5 4 5 4"
"AH124H9IPG5UP","1","11,636,165","1 of 4","","5"
"AH13GRT3KT2OQ","3","4,149,234","5 of 12","Indianapolis, IN","2 2 4"
"AH176LBRPMS9L","2","4,106,703","2 of 2","","4 1"
"AH1NAGYHD5LXJ","1","9,721,379","3 of 3","FL","5"
"AH1NERN5IKOCB","1","15,373,093","3 of 21","United States","1"
"AH1NFNRG10F8I","2","15,100,816","7 of 17","","1 5"
"AH1PBHF332BZC","1","10,075,182","1 of 3","","5"
"AH1QZLUNIUXD3","1","9,529,107","","","2"
"AH1W076IS03GO","1","6,779,617","3 of 3","","5"
"AH1ZCHBAL35W5","10","25,875","113 of 132","Riverside, CA","5 5 5 5 5 5 5 5 5 5"
"AH23721S127VU","5","2,356,287","4 of 5","","5 4 4 4 4"
"AH2BVEYM7XV0P","1","12,389,558","2 of 6","","2"
"AH2LJ3TJBUONQ","10","111,428","61 of 73","Mesa, AZ","5 5 5 4 5 1 5 5 5 5"
"AH2N0TAXLZPNB","10","54,043","98 of 153","","4 3 4 3 3 5 5 5 3 5"
"AH2REUVVPB8QL","10","173,265","48 of 58","","5 4 5 4 5 5 5 5 4 4"
"AH33HOQVYMXO7","1","7,109,205","2 of 2","","4"
"AH39C4RO4ABMK","3","391,825","72 of 77","","5 1 5"
"AH3AEKI1HBI6S","7","1,811,222","5 of 7","Austin, TX","5 3 5 5 4 5 5"
"AH3AKOPK5NJ5V","1","9,088,927","2 of 4","","3"
"AH3DQZXEJ2DIW","10","494,435","18 of 22","Temple, TX","5 1 5 5 5 5 5 5 5 5"
"AH3K1XPKT2TYR","1","1,765,892","39 of 42","","2"
"AH3OLAN62HLAD","1","15,314,165","5 of 20","","2"
"AH3T2BZH62VA8","1","8,656,376","13 of 19","","3"
"AH3ZTQY19R9AA","10","776,269","17 of 31","DFW","5 5 4 5 3 4 4 5 5 3"
"AH43Z650KVA68","9","955,533","4 of 5","","5 5 5 5 5 5 5 5 5"
"AH4AWUOJO0O2P","1","9,172,137","1 of 2","","4"
"AH4N1ESQ4QHQQ","6","312,782","35 of 39","","5 5 5 5 2 3"
"AH4VV15BVPVMS","8","1,267,625","16 of 20","--","3 1 1 5 4 5 1 1"
"AH4WXT9U68D3C","10","456,803","9 of 15","","5 5 5 5 5 5 5 5 5 5"
"AH54DN4UVV3TB","10","237,413","25 of 35","Baton Rouge, LA","5 1 5 5 2 5 4 1 3 5"
"AH57Q1SR4VRSF","10","141,046","25 of 26","","3 1 5 4 1 5 4 4 5 4"
"AH5DWS1HMY969","9","2,813,158","14 of 18","Denver, CO","2 5 5 4 4 4 5 4 3"
"AH5JW7M7A67ZB","10","1,321,868","30 of 44","Austin, TX","1 5 4 2 3 5 5 2 1 1"
"AH5R3H1QJEI85","5","2,630,733","1 of 2","","5 4 5 5 5"
"AH5RN8YAZ92F1","1","9,714,339","","","3"
"AH5V91NN0386Y","8","699,539","7 of 9","","5 5 4 5 5 5 5 5"
"AH5VGEHJTZTMN","1","9,065,462","1 of 2","","5"
"AH6036JP7GYLT","5","5,047,850","1 of 1","","5 5 5 5 5"
"AH613YYVILJLK","1","9,380,001","3 of 5","","1"
"AH68MN439XVVK","6","691,554","15 of 18","Florida","4 5 4 1 5 4"
"AH6AR1KUK22G3","1","9,169,008","5 of 7","","5"
"AH6AT24PQM3XG","4","4,282,521","2 of 3","","5 5 4 4"
"AH6K24CQIOJCK","3","15,571,128","41 of 144","","1 1 1"
"AH71VHGT0T1P","10","376,720","12 of 12","Ohio,USA","5 5 5 5 5 5 5 5 5 5"
"AH77TKO7AZML5","2","2,111,793","12 of 14","","1 5"
"AH7FAXP836AZR","1","9,961,773","","","4"
"AH7FEWL0J2ZHT","10","15,644,642","25 of 126","NH, USA","5 1 5 4 1 5 5 4 4 2"
"AH7GZUCM6JK2G","1","7,695,676","1 of 1","","4"
"AH7K2G9TI23PO","5","230,010","106 of 118","","1 4 3 4 3"
"AH7LQOFM23HRH","2","4,999,011","1 of 1","","1 4"
"AH7OEV8AGD4BF","1","5,031,820","5 of 6","","4"
"AH7SN1B96SW7M","6","1,640,669","2 of 2","","5 5 1 5 5 4"
"AH7VRRLOYL88S","4","15,582,075","9 of 37","","3 3 1 5"
"AH81HVK1LX3LP","1","7,616,096","2 of 2","","5"
"AH83U6RBFYMPA","3","15,280,606","1 of 7","","2 3 5"
"AH87QNREEOMRS","2","3,821,607","1 of 1","","5 5"
"AH8D9HAEUZ6IH","6","883,706","38 of 40","Riverside, CA USA","2 2 5 5 5 5"
"AH8EK78LOR8OM","1","15,256,453","3 of 11","","2"
"AH8I3KFRAO7AE","10","15,405,972","62 of 133","USA","1 1 4 3 5 1 1 1 1 1"
"AH8JJYHVACLO0","8","1,579,490","14 of 17","Buffalo, MN USA","5 5 5 5 5 4 5 5"
"AH8JS8Y5XAPNA","2","3,353,384","2 of 2","","4 4"
"AH8LU09UAUGA6","41","106,465","34 of 41","milford, ia usa","5 5 5 4 5 5 5 4 1 5"
"AH8PYJ91VGAS","30","149,516","181 of 233","Tucson","4 5 5 1 3 2 2 2 1 2"
"AH9ISFXBK172R","2","15,081,434","3 of 9","","3 5"
"AH9JSNSQ4YAU6","3","5,864,977","1 of 2","","5 5 4"
"AH9LZ8BALVOCB","4","1,103,370","23 of 25","Santa Ana, CA USA","4 5 4 1"
"AH9RX1Y80WEB3","3","15,073,100","5 of 12","","5 5 4"
"AH9T1BV2WT3BM","10","339,519","31 of 43","Maryland","5 5 3 3 4 4 2 5 5 3"
"AHA9TTKRS8VYE","1","10,070,725","","","4"
"AHA9XHT4XF8E7","10","1,193,218","13 of 29","LaGrange, GA United States","3 5 4 5 4 5 3 5 4 5"
"AHAHP1DKIDB6M","1","9,371,880","2 of 4","","5"
"AHAZF0AGL6VAK","1","15,460,678","1 of 22","","1"
"AHAZF5JB2VNHR","10","17,876","405 of 614","California","3 4 3 5 3 1 5 5 5 3"
"AHB42DEZMWY3L","36","51,518","212 of 223","Carlsbad, NM United States","5 4 4 5 5 3 5 3 4 5"
"AHB4NOCE3Z0PV","1","15,408,451","","PALM HARBOR, FLORIDA, United States","2"
"AHB6T2NMZCEQZ","10","932,381","5 of 9","Missouri","4 3 5 4 5 5 5 5 3 5"
"AHB7MRXB814SR","4","2,098,309","1 of 1","","5 5 1 5"
"AHB7RSK2MHF1I","2","7,179,205","2 of 4","WOODBURN, OR, US","5 5"
"AHBF39JLSBRC5","5","15,342,781","7 of 35","","5 5 1 5 1"
"AHBF6FAPSZLX8","6","1,463,217","5 of 5","NY","5 5 5 5 5 5"
"AHBHBKIP5G34Z","1","7,158,983","3 of 3","","5"
"AHBHM5EQ6YZVT","2","5,580,314","5 of 8","","4 1"
"AHBIY8QO07DYD","4","1,503,650","11 of 19","Culpeper, VA, USA","5 2 5 1"
"AHBMR2Y17B2KA","3","15,494,137","2 of 11","","1 4 2"
"AHBOFDY05JKG6","1","10,206,391","1 of 1","Midlothian, VA","2"
"AHBR8ERMDWIPI","1","10,089,883","","New Orleans","3"
"AHBSW2KS2YMIC","6","779,110","16 of 23","USA","4 4 4 5 5 1"
"AHBUW6QCN8ZFY","3","1,232,531","10 of 13","","4 5 5"
"AHBX8XI0OJQFQ","3","15,647,103","11 of 108","","5 1 1"
"AHBZAMNRZ1NVY","5","41,591","649 of 685","","5 5 4 4 5"
"AHC3DCABTY70O","1","8,359,203","2 of 3","","4"
"AHC7S0S28X6UU","10","1,706,184","19 of 30","","5 5 1 5 3 5 5 2 5 2"
"AHC83IVUK5WHT","9","689,793","9 of 15","Jasper, Ar.","5 3 4 1 4 1 4 5 4"
"AHCFSF8Y6M59V","1","8,542,292","1 of 2","","5"
"AHCNTN723C9SN","2","4,889,444","4 of 5","","4 5"
"AHCOYHAES2K3S","1","12,541,513","","","5"
"AHCSZZBF9K37","7","1,056,840","3 of 3","","5 5 4 3 3 4 5"
"AHCTNFLYTOI6N","6","3,187,859","6 of 11","","4 5 5 5 5 5"
"AHCZ24KL400RP","9","723,682","6 of 8","Boston, MA USA","5 5 2 5 3 5 5 4 4"
"AHDAY1T9T0P0O","8","15,508,303","5 of 14","Denver, CO","5 5 2 5 5 4 5 5"
"AHDDC206U1VX1","2","3,788,186","2 of 3","","1 5"
"AHDFCVJZTUZI","2","4,504,450","3 of 4","PIPE CREEK, TEXAS, US","5 5"
"AHDG5RKPA7QK","8","1,855,701","27 of 35","Pennsylvania","5 5 3 5 4 5 5 5"
"AHDGL5UGZM5XA","1","6,780,460","3 of 3","United States","4"
"AHDJJ4LZ3MVD7","10","10,349,154","7 of 14","San Jose, Costa Rica","4 3 5 5 5 4 1 4 2 3"
"AHDJN9H1DB4LD","1","8,943,004","8 of 12","","1"
"AHDJUO8PAIJM2","8","15,348,687","12 of 24","","2 4 5 1 2 5 5 2"
"AHDT1IFWN1Y3D","10","48,789","105 of 123","Seattle, WA USA","5 5 5 5 5 5 5 5 4 5"
"AHDUW5HDGUHJZ","3","1,238,019","6 of 6","","5 5 2"
"AHDWUUID7IG8M","8","2,028,673","10 of 27","Worcester, MA USA","5 1 5 4 4 5 1 1"
"AHEH2FBKRHKHV","4","15,103,377","9 of 15","Houston","4 3 4 4"
"AHETNRCZWLM7S","10","6,086","286 of 341","USA","4 1 4 3 5 5 2 3 1 5"
"AHEXTHB7F3DX7","31","40,776","234 of 304","","4 5 5 3 4 4 5 5 5 5"
"AHF0OF5CSVHBJ","17","15,625,174","39 of 74","San Francisco, CA, United States","1 5 5 4 5 2 4 1 5 1"
"AHF1W5YTQAQO2","6","2,643,156","13 of 23","USA","5 5 4 4 4 1"
"AHF4I1FSIHABC","10","32,990","101 of 130","","2 1 5 5 5 5 5 5 5 5"
"AHF5HKW8JGK4F","2","2,872,953","9 of 15","","5 5"
"AHFCOA903788R","2","3,481,625","3 of 4","","3 3"
"AHFEF4U7BQOT0","2","3,572,683","1 of 1","","5 4"
"AHFGTMCXYRVF0","6","1,675,419","4 of 4","Chicago, IL USA","4 5 5 5 1 3"
"AHFHZQRFHBAOK","10","596,974","13 of 18","Maine","5 1 1 1 5 3 3 5 4 5"
"AHFI8RJ7OKUSQ","10","544,128","16 of 26","","5 3 4 3 5 5 4 4 2 4"
"AHFKU89O8KOH7","1","4,583,002","4 of 5","","3"
"AHFME6MA21DAQ","10","522,930","19 of 27","Cyprus","4 4 5 3 4 4 5 5 4 3"
"AHFNIFN5337QS","7","5,030,152","46 of 60","dallas, tx","5 5 4 5 5 5 5"
"AHFTVTQIVKHRA","1","11,002,027","","","5"
"AHFX3J2EFPIZ2","10","15,531,948","16 of 82","San Francisco CA","5 5 5 5 5 5 5 5 5 5"
"AHFZMC8UNNIHU","1","8,432,038","1 of 1","Ohio, USA","5"
"AHG1RMAKSXYDI","1","10,890,671","2 of 5","Los Angeles","3"
"AHG5NRQSA7I4D","3","2,567,420","3 of 3","Wichita,KS","5 4 5"
"AHG5V9KX29BBT","7","1,744,119","5 of 6","Rickman Tn","4 3 5 4 5 1 5"
"AHGHDQNTP6WXX","10","15,483,197","2 of 5","","2 1 4 2 3 4 3 3 4 4"
"AHGMN9KHFYAKG","1","5,872,207","5 of 5","","4"
"AHGOID9GQX15T","1","13,191,400","","","3"
"AHGPP0SST72E1","1","15,282,768","","","4"
"AHGR853I1W9ML","9","15,475,687","9 of 17","","3 5 4 2 5 5 1 5 3"
"AHGTKNEH5FOX2","2","2,775,653","5 of 7","NJ","1 5"
"AHH40QOJB5GDS","3","2,970,293","4 of 6","Akron, OH","5 5 5"
"AHH5JR7HI16NT","2","4,762,719","","","5 5"
"AHH79S8XM1OW6","10","255,631","39 of 63","","5 5 4 1 4 5 1 5 5 1"
"AHHCXZQCV8287","10","432,767","35 of 52","Grapevine, Tx","5 2 3 3 5 1 2 5 4 5"
"AHHFT6QANE8PJ","10","693,056","9 of 14","","2 1 3 5 5 5 3 4 3 5"
"AHHKPTR7GBUXV","6","2,767,464","7 of 16","","4 4 3 4 5 4"
"AHHOSIXW56OWL","10","412,389","4 of 5","","5 4 5 5 5 5 5 1 5 4"
"AHHT0X6Y3LXD6","7","1,378,626","3 of 6","ca","5 2 2 3 4 5 4"
"AHHURNT1RCSGR","2","15,288,731","5 of 20","Augusta, KS USA","5 4"
"AHHWF23ZO4A22","10","114,900","121 of 137","D.C.","4 5 5 5 4 4 5 4 4 5"
"AHI7MW24DB7TL","2","5,634,673","2 of 3","","2 5"
"AHIDAL64XKAMM","10","25,114","178 of 196","United States","2 3 5 4 4 1 5 1 1 5"
"AHIHXC47206LW","1","15,284,662","1 of 6","North Carolina, USA","2"
"AHIJR9QVBQFFV","10","30,006","312 of 466","PETERSBURG, VA, United States","2 3 5 1 2 2 3 2 3 5"
"AHILVQUOZUAID","6","1,717,349","5 of 7","","3 1 5 1 5 5"
"AHIQLTOK5F4XB","62","38,721","391 of 535","Wake Forest, NC United States","4 4 4 4 4 5 2 3 4 3"
"AHIXWDW9H72DR","4","2,850,608","","","5 4 4 4"
"AHJ3Q29LI0Z3S","10","15,544,931","19 of 44","Toronto, Canada","1 4 1 4 5 5 4 4 5 3"
"AHJF7S0Y8I13H","7","628,558","17 of 20","","5 1 5 5 1 5 1"
"AHJIUTIF5DYGT","2","4,182,457","4 of 4","Lake Charles, LA","4 5"
"AHJIVG40YTLGY","2","2,882,861","3 of 3","","5 1"
"AHJJ4ZBXZ1KYH","10","15,659,414","22 of 157","Jeddah, Saudi Arabia","3 4 3 4 1 1 5 1 4 5"
"AHJLPF1NX17DT","6","7,813,363","1 of 4","","3 3 3 1 5 1"
"AHJX5QMOQJ7X1","10","1,587,906","14 of 23","United States","4 5 3 4 2 1 4 1 2 2"
"AHKEE5WN2VL3S","2","1,757,700","16 of 18","","5 5"
"AHKK6RM4AOWP9","10","70,760","76 of 81","New York, NY","5 2 5 5 3 1 4 4 4 4"
"AHKR7GWJO8KCN","10","823,281","11 of 17","","5 5 2 5 5 4 1 3 4 3"
"AHKTG658M821E","2","1,723,432","11 of 12","New Jersey, USA","5 5"
"AHL079550K0Y0","1","6,409,274","5 of 6","London, U.K.","5"
"AHL5EK57NNKXH","2","3,292,448","11 of 15","","5 2"
"AHLDQ5UNL75KC","10","152,375","26 of 39","","3 5 5 5 4 5 5 5 5 5"
"AHLGCKTFBDTJY","8","15,427,748","3 of 10","","5 5 5 1 5 5 5 1"
"AHLR62ZGBCC7O","5","7,351,369","","","5 5 5 5 5"
"AHLV1J7FPAZA9","2","9,936,410","","USA","4 5"
"AHLVDY1PZSIR9","8","393,939","27 of 34","","5 1 5 3 5 5 5 5"
"AHM04SXO4IQDW","10","526,245","13 of 19","","2 5 1 5 4 2 5 5 2 5"
"AHM0K9A4WNSVW","2","15,345,017","2 of 10","","1 5"
"AHM0N8MHOAY70","1","9,540,362","1 of 1","","5"
"AHMH5HW7CTREO","5","815,421","7 of 8","","5 3 1 4 2"
"AHMLR3K0HBETM","6","1,652,041","5 of 6","","2 4 3 4 3 5"
"AHMOO7161OQQ1","9","2,008,228","6 of 13","Neoga, IL, United States","4 5 5 5 5 5 4 5 5"
"AHMRSMD6YP3L9","4","15,392,105","4 of 12","","1 2 1 2"
"AHN3QZZOQ88Y","1","5,055,930","6 of 6","","1"
"AHN6MSWFIXVGC","9","1,109,048","24 of 76","UK","5 4 2 4 4 5 3 2 1"
"AHN8EKBKVSU8A","7","2,035,401","19 of 31","New York, NY","5 4 4 4 2 4 3"
"AHN8MYQKKM3RV","1","15,246,828","","","1"
"AHNKNZURH8AOR","2","7,547,071","4 of 8","","4 5"
"AHNL4XSKPZ2DL","4","2,162,600","5 of 6","","5 4 4 4"
"AHNSNYF2A1JQ6","10","61,413","36 of 46","New England ~USA","4 5 5 5 4 4 5 4 5 4"
"AHNZ8N06NCFJG","2","13,267,158","","ONTARIO, CA United States","5 4"
"AHOE91NIM1OQG","1","11,305,276","1 of 4","","5"
"AHOL1W93FHVLD","7","2,281,147","4 of 7","","5 4 5 5 5 5 5"
"AHOLRVQ5UIXM0","3","3,465,441","3 of 3","Ft. Worth, TX","5 2 3"
"AHOTYSSIOS4TS","10","68,078","66 of 77","","2 5 5 5 2 5 5 1 5 4"
"AHOX4G2IWG3H4","1","15,289,245","1 of 10","","3"
"AHOYA4MU2MO34","4","3,586,619","6 of 11","","3 4 4 3"
"AHP111FRFCJV0","1","6,940,078","8 of 8","","4"
"AHP6LTWG0RPLO","2","7,716,236","4 of 9","","2 1"
"AHPEHH5LJ4NVI","10","1,206,258","6 of 10","","2 4 4 5 5 4 1 3 5 5"
"AHPGKE1DK4UNM","1","8,388,673","2 of 3","","1"
"AHPGOV707N0AF","10","639,636","5 of 5","","5 1 5 5 5 4 5 5 5 5"
"AHPOUM0FXYNO4","1","8,325,187","8 of 8","","5"
"AHPRKOBO1Z7M","10","83,987","193 of 201","","5 2 2 5 2 5 5 5 5 4"
"AHPRLRA6WZB3X","1","9,274,995","","","5"
"AHPTFKQF6DY3I","10","15,619,254","13 of 35","","5 5 1 1 1 1 5 1 4 2"
"AHPUQZMML1TSE","2","6,561,621","1 of 2","","5 5"
"AHPWWZT62OFB3","2","3,086,976","4 of 6","","1 5"
"AHQ9V5GBVAMFS","1","7,920,399","2 of 2","","5"
"AHQDEFO95VOPP","2","3,635,550","7 of 7","Santa Barbara, CA","4 5"
"AHQHUBE9H5TGN","10","10,902","217 of 260","Clovis, NM USA","5 5 4 5 5 5 5 5 5 5"
"AHQM80A38V7UB","10","119,410","89 of 151","nyc","5 5 5 5 5 5 5 5 4 5"
"AHQS6SM43HJ91","10","80,986","55 of 69","Los Alamitos, Ca USA","5 5 5 5 2 3 5 4 4 5"
"AHR1HA3LAATS1","1","15,386,886","","","1"
"AHR1KX7NM879W","10","15,568,846","1 of 5","New York,USA","4 5 5 5 5 5 5 5 5 5"
"AHR9B9X4CG4SM","1","10,143,570","","London, UK","4"
"AHRB8JDTI78CN","2","15,132,697","","","3 3"
"AHRE5ZG42MT15","2","1,476,444","14 of 17","Africa","3 5"
"AHRF3XVQMDNJI","10","241,310","22 of 29","Lincoln, NE, USA","5 4 4 4 3 4 5 4 5 5"
"AHRH012VJKRTI","10","657,194","29 of 36","","5 5 5 5 5 5 5 5 5 5"
"AHRNV6YGC2VCT","2","2,563,063","10 of 15","","5 4"
"AHRRB4LO4YJB4","1","7,915,929","2 of 2","","5"
"AHRXG1I39B1FR","10","25,268","206 of 254","Ottawa, Canada","5 5 4 3 3 5 4 5 3 5"
"AHRXSTIIQXED8","12","15,618,088","","","5 5 5 4 5 4 5 5 5 5"
"AHRXZ2RM5FHQ0","10","6,321","1140 of 1246","Denver, CO USA","5 2 3 2 5 5 4 2 2 5"
"AHRYDAHVEQDJX","10","24,331","99 of 113","Oregon, USA","5 5 5 5 5 5 5 5 5 5"
"AHRZZ2XEU81C2","1","12,275,628","2 of 6","","4"
"AHS8ES8AB83X0","7","3,886,509","2 of 2","raymore, mo","5 5 5 5 3 5 5"
"AHSHQYMAP06J1","10","15,591,149","23 of 143","Lincroft, New Jersey United States","1 5 5 5 1 1 5 5 5 5"
"AHSHY545KQQMJ","3","4,399,583","2 of 4","","5 5 1"
"AHSO1GXLKGG6W","1","9,290,989","1 of 3","","5"
"AHT1YWLT4SJXY","1","9,801,427","3 of 7","","5"
"AHT97H27XFI1I","7","2,385,336","8 of 13","Columbus, Ohio United States","5 4 4 5 5 5 4"
"AHTDHSOLZ0HDN","1","8,653,532","1 of 1","","4"
"AHTFQDQ7J48O9","10","380,958","23 of 39","NJ USA","3 1 4 4 5 5 4 4 5 4"
"AHTMNYMUQEG5J","1","8,976,670","1 of 2","Boston, MA USA","4"
"AHTNT62BITF56","1","8,402,130","3 of 3","Cape Town, South Africa","5"
"AHTPIIM2RU3SD","5","4,023,191","3 of 4","","3 1 4 1 4"
"AHTXYVBZCSD0L","2","7,850,607","2 of 2","Louisiana","1 4"
"AHU8JOP4L58AW","4","2,373,877","4 of 4","","5 5 5 5"
"AHUB3D9LA708B","10","195,690","29 of 30","Seattle, WA","4 5 5 2 5 4 3 3 1 4"
"AHUEL3WE52BPK","8","547,555","20 of 20","Virginia, USA","5 5 5 5 4 3 4 2"
"AHUM542Q8NQ1T","1","15,352,533","1 of 15","south","1"
"AHUT092M6ZHO0","10","15,627,999","3 of 11","Dallas, Republic of Texas","5 5 5 5 5 5 5 5 5 4"
"AHUYZONKT2Q7Y","1","8,210,082","2 of 3","","4"
"AHV4KSNH1XVS6","5","4,443,918","2 of 4","PA","4 4 5 4 5"
"AHV6G8EB8UHIL","2","8,630,937","2 of 14","","5 5"
"AHVAD5JZK015G","8","1,482,462","5 of 7","Lincoln, NE","5 3 2 4 3 5 1 2"
"AHVE8YEMMKU1S","2","3,649,320","2 of 3","Madison, AL USA","5 5"
"AHVFE8UTLSRG1","1","9,854,064","1 of 1","GWINN, MI, US","5"
"AHVGBVJYIIX9H","1","9,299,443","1 of 2","","4"
"AHVKNYSBVW9ZK","5","234,770","53 of 54","","5 3 5 1 5"
"AHVP3G6OIHVHV","13","524,194","30 of 62","Washington DC","5 4 5 5 3 5 5 5 5 5"
"AHVQ82JFJGMQL","1","9,160,930","","","1"
"AHVV460TCOMCZ","9","1,250,092","3 of 4","NY","5 5 5 5 5 5 5 5 5"
"AHVX75M3ZENKK","7","9,006,924","5 of 7","TAMPA, FL","5 4 4 4 5 4 5"
"AHW61Y2C9D1L8","10","569,888","10 of 12","Portland, Oregon United States","4 4 4 5 4 5 4 4 4 4"
"AHW8GTRVWDR22","1","9,171,788","","","4"
"AHW8UOIP1ES9X","1","15,242,644","1 of 6","Mobile, AL USA","2"
"AHWDC91JUX83I","3","1,558,704","3 of 3","San Diego, CA","5 4 5"
"AHWGJBUC0LM41","1","15,330,286","3 of 13","","5"
"AHWGNWJDAP5F","8","775,215","59 of 65","","5 5 4 5 4 2 5 5"
"AHWP9FSUM048Z","22","1,025,571","23 of 36","","4 4 2 2 4 4 3 3 3 3"
"AHX8LNAYUCL8W","36","77,890","57 of 73","Dallas, Tx","5 5 1 5 3 5 5 5 4 5"
"AHXGI52CGUTK3","1","15,341,306","2 of 14","","1"
"AHXGZ5ZUPTIPQ","4","3,418,467","10 of 11","","4 5 5 2"
"AHXOOTVFZ33A4","10","362,751","27 of 41","Idaho, US","5 4 5 4 5 5 1 5 5 1"
"AHXPNR7TX7ALR","7","741,300","50 of 75","Texas","1 3 3 2 1 1 5"
"AHXSLWHU7CJET","1","7,843,099","3 of 4","","5"
"AHXXU4EASAGXD","2","5,654,704","2 of 4","","5 5"
"AHXXWU5XW7VFI","2","4,309,515","2 of 2","","5 5"
"AHY09RLKP3XV3","3","2,245,872","3 of 3","","4 4 5"
"AHY4XKIDCLUXO","6","3,554,306","13 of 27","","4 5 4 4 3 3"
"AHYMWOIZ2RS6H","10","794,348","4 of 5","FLORIDA","5 4 5 5 4 5 5 5 5 4"
"AHYOPCYKA6O4Z","5","2,538,456","22 of 31","Maine","3 3 1 4 2"
"AHYVMBPNBLPDS","6","1,045,294","8 of 10","","4 2 3 3 4 3"
"AHYYW5AQBNCGX","10","619,769","57 of 94","Waukesha, WI USA","1 4 5 4 4 2 5 2 4 5"
"AHZ1NM50K1SSI","7","15,565,315","4 of 14","","4 2 3 1 4 5 4"
"AHZB4B9ZYPYF3","7","538,423","11 of 12","","4 5 5 5 2 5 4"
"AHZL7ZIGGPT5Z","8","599,114","5 of 6","","5 4 4 4 3 5 5 4"
"AHZQFAQX8YR1U","11","245,092","22 of 25","Colorado","4 5 4 4 4 5 5 5 5 4"
"AI00V3ULXRV9R","1","12,005,200","","","4"
"AI0FRRX6AC64E","2","15,468,324","4 of 66","Miami, Florida United States","2 1"
"AI0HR4JEKGF7K","10","122,899","53 of 64","Racine, WI","5 5 5 5 5 4 5 4 5 5"
"AI0IKLK2RA68B","1","9,123,640","","","5"
"AI0L8QP3E7T7R","10","9,517","383 of 420","","4 5 5 4 5 4 3 5 3 5"
"AI0NNK44IRCOH","3","8,859,015","","Middletown, CT, US","5 4 1"
"AI0ONWUS2HHVY","1","12,177,572","4 of 10","","3"
"AI0RHSKOARWBE","29","73,287","41 of 43","","5 5 4 4 3 3 4 5 5 4"
"AI0XHRRV2ZAT3","9","240,774","151 of 188","Okatie. SC","1 5 1 5 4 1 5 2 2"
"AI0YXROJBGXN5","1","10,152,420","1 of 3","","5"
"AI13VTNNZ12AK","5","4,283,650","","","5 4 3 3 5"
"AI1LXFN1Z3QFY","11","9,827,812","7 of 17","","5 3 5 5 5 5 1 1 5 5"
"AI1ZHO38C8YZ3","1","15,208,815","1 of 7","","3"
"AI25CGL58TIWR","10","15,631,629","18 of 45","usa new jersey","4 2 5 5 1 5 3 1 5 5"
"AI2E92HS6Y0GY","1","7,584,111","2 of 2","","5"
"AI2F901Z5338G","6","190,528","57 of 59","","5 5 5 5 5 5"
"AI2ULY9G9T109","2","10,824,012","2 of 4","COLORADO SPRINGS, COLORADO","3 2"
"AI2XSCYZ8EH44","2","9,246,548","2 of 6","","1 3"
"AI35EUPZNAUUQ","10","201,198","57 of 59","Roanoke, VA USA","5 5 5 5 4 2 4 5 4 5"
"AI3A2NJJW987Y","3","1,128,856","14 of 20","Atlanta, GA","5 2 1"
"AI3CY060KLPCV","1","7,479,142","2 of 2","NC","5"
"AI3I2ZWU3LWU7","4","1,292,939","3 of 3","Richmond, VA, USA","5 3 5 1"
"AI3IFNKO309FK","1","8,833,474","2 of 4","","4"
"AI3JV6EH6K42M","2","7,852,232","","","4 5"
"AI3KH8IZFBP7F","5","15,436,868","2 of 9","Marblemount, WA USA","5 4 4 1 5"
"AI3KVBFXVG0FG","1","4,964,163","5 of 6","","5"
"AI44054I2O35Q","1","9,183,739","","","4"
"AI49EUO05GNDU","9","203,630","35 of 37","","1 5 3 3 5 2 5 4 5"
"AI4EMF3RVX29G","9","15,497,960","","","5 5 5 5 4 5 5 5 5 5"
"AI4G9XAGSYA03","6","15,142,742","17 of 46","VENEZUELA","1 4 2 5 5 2"
"AI4H5V5AJE9T0","2","6,323,903","3 of 6","Shelton, CT","4 2"
"AI4NU77XXW2NC","2","15,500,684","6 of 41","Santa Fe, NM United States","1 1"
"AI4OT0YSU2PSZ","1","15,081,105","","","4"
"AI4P12C7GA8B6","6","1,904,338","4 of 5","","5 5 5 5 5 4 5 5 5 5"
"AI4UUYTPMS1SX","3","15,402,028","2 of 9","","4 2 3"
